date,MaxWindSp_ms_max_ALL_InstFilterMax,ma_2,ma_3,ma_5,ma_7,ma_10,ma_14
2007-09-27,6.4,7.7,7.433333333333334,7.7,7.185714285714286,6.32,6.742857142857143
2007-09-28,6.7,6.550000000000001,7.366666666666667,7.32,7.642857142857143,6.5,6.55
2007-09-29,8.3,7.5,7.133333333333334,7.46,7.642857142857143,7.01,6.328571428571428
2007-09-30,4.9,6.6000000000000005,6.633333333333334,7.0600000000000005,7.114285714285715,7.0200000000000005,6.214285714285714
2007-10-01,7.1,6,6.766666666666667,6.680000000000001,7.042857142857143,7.38,6.442857142857143
2007-10-02,5.9,6.5,5.966666666666667,6.58,6.9,7.140000000000001,6.514285714285714
2007-10-03,7.2,6.550000000000001,6.733333333333333,6.680000000000001,6.642857142857143,7,6.8
2007-10-04,NA,NA,NA,NA,NA,NA,NA
2007-10-05,5.5,NA,NA,NA,NA,NA,NA
2007-10-06,4.9,5.2,NA,NA,NA,NA,NA
2007-10-07,7.7,6.300000000000001,6.033333333333333,NA,NA,NA,NA
2007-10-08,9.1,8.4,7.233333333333333,NA,NA,NA,NA
2007-10-09,7.5,8.3,8.1,6.94,NA,NA,NA
2007-10-10,5.1,6.3,7.233333333333333,6.86,NA,NA,NA
2007-10-11,11.3,8.2,7.966666666666667,8.14,7.3,NA,NA
2007-10-12,11.8,11.55,9.4,8.96,8.2,NA,NA
2007-10-13,8.7,10.25,10.6,8.88,8.742857142857144,NA,NA
2007-10-14,8.7,8.7,9.733333333333333,9.12,8.885714285714286,8.03,NA
2007-10-15,7.7,8.2,8.366666666666667,9.64,8.685714285714285,8.25,NA
2007-10-16,10.2,8.95,8.866666666666667,9.42,9.071428571428571,8.78,NA
2007-10-17,6.1,8.149999999999999,8,8.28,9.214285714285714,8.62,NA
2007-10-18,4.3,5.199999999999999,6.866666666666666,7.3999999999999995,8.214285714285714,8.14,7.757142857142857
2007-10-19,9.2,6.75,6.533333333333333,7.5,7.8428571428571425,8.31,8.02142857142857
2007-10-20,8.7,8.95,7.3999999999999995,7.699999999999999,7.8428571428571425,8.67,8.292857142857143
2007-10-21,8.4,8.55,8.766666666666666,7.34,7.8,8.379999999999999,8.342857142857143
2007-10-22,5.4,6.9,7.5,7.2,7.4714285714285715,7.739999999999999,8.07857142857143
2007-10-23,11.9,8.65,8.566666666666666,8.72,7.714285714285714,8.06,8.392857142857142
2007-10-24,5.8,8.85,7.7,8.04,7.671428571428572,7.77,8.442857142857143
2007-10-25,4.6,5.199999999999999,7.433333333333334,7.22,7.714285714285714,7.46,7.964285714285714
2007-10-26,6.7,5.65,5.7,6.88,7.357142857142857,7.109999999999999,7.6
2007-10-27,13.9,10.3,8.4,8.58,8.1,7.89,7.9714285714285715
2007-10-28,11.8,12.850000000000001,10.8,8.56,8.585714285714285,8.64,8.192857142857143
2007-10-29,7.5,9.65,11.066666666666666,8.9,8.885714285714286,8.47,8.178571428571429
2007-10-30,6.2,6.85,8.5,9.22,8.071428571428571,8.22,7.892857142857143
2007-10-31,10.8,8.5,8.166666666666668,10.040000000000001,8.785714285714286,8.46,8.228571428571428
2008-04-01,14.8,NA,NA,NA,NA,NA,NA
2008-04-02,17.9,16.35,NA,NA,NA,NA,NA
2008-04-03,10.4,14.149999999999999,14.366666666666667,NA,NA,NA,NA
2008-04-04,8.1,9.25,12.133333333333333,NA,NA,NA,NA
2008-04-05,8.2,8.149999999999999,8.9,11.879999999999999,NA,NA,NA
2008-04-06,7.9,8.05,8.066666666666666,10.5,NA,NA,NA
2008-04-07,10,8.95,8.7,8.92,11.042857142857143,NA,NA
2008-04-08,5.2,7.6,7.7,7.88,9.67142857142857,NA,NA
2008-04-09,6,5.6,7.066666666666666,7.46,7.9714285714285715,NA,NA
2008-04-10,10.9,8.45,7.366666666666667,8,8.042857142857143,9.94,NA
2008-04-11,4,7.45,6.966666666666667,7.22,7.457142857142857,8.86,NA
2008-04-12,9,6.5,7.966666666666667,7.0200000000000005,7.571428571428571,7.97,NA
2008-04-13,9.6,9.3,7.533333333333333,7.9,7.814285714285714,7.89,NA
2008-04-14,9.9,9.75,9.5,8.68,7.8,8.07,9.42142857142857
2008-04-15,7.1,8.5,8.866666666666667,7.92,8.071428571428571,7.96,8.871428571428572
2008-04-16,3.6,5.35,6.866666666666667,7.84,7.728571428571429,7.53,7.85
2008-04-17,3.2,3.4000000000000004,4.633333333333333,6.68,6.628571428571428,6.85,7.335714285714285
2008-04-18,4.3,3.75,3.7,5.62,6.671428571428572,6.76,7.064285714285714
2008-04-19,6.5,5.4,4.666666666666667,4.9399999999999995,6.314285714285714,6.81,6.942857142857143
2008-04-20,5.6,6.05,5.466666666666667,4.64,5.742857142857143,6.28,6.7785714285714285
2008-04-21,4.2,4.9,5.433333333333334,4.76,4.928571428571429,6.3,6.364285714285714
2008-04-22,4.3,4.25,4.7,4.9799999999999995,4.5285714285714285,5.83,6.3
2008-04-23,9.3,6.800000000000001,5.933333333333334,5.98,5.3428571428571425,5.8,6.535714285714286
2008-04-24,11.4,10.350000000000001,8.333333333333334,6.96,6.514285714285714,5.95,6.571428571428571
2008-04-25,8.3,9.850000000000001,9.666666666666668,7.5,7.085714285714286,6.07,6.878571428571429
2008-04-26,6.9,7.6000000000000005,8.866666666666667,8.040000000000001,7.142857142857143,6.4,6.728571428571429
2008-04-27,5.8,6.35,7,8.34,7.171428571428572,6.66,6.457142857142857
2008-04-28,9.2,7.5,7.3,8.32,7.885714285714286,7.15,6.4071428571428575
2008-04-29,8.5,8.85,7.833333333333333,7.74,8.485714285714286,7.35,6.507142857142857
2008-04-30,9.2,8.85,8.966666666666667,7.92,8.471428571428572,7.71,6.9071428571428575
2008-05-01,6.4,7.8,8.033333333333333,7.819999999999999,7.757142857142857,7.93,7.135714285714286
2008-05-02,4.4,5.4,6.666666666666667,7.54,7.2,7.94,7.142857142857143
2008-05-03,14.6,9.5,8.466666666666667,8.62,8.3,8.47,7.7214285714285715
2008-05-04,6.4,10.5,8.466666666666667,8.2,8.385714285714286,7.97,7.7785714285714285
2008-05-05,4.9,5.65,8.633333333333333,7.34,7.771428571428571,7.63,7.828571428571428
2008-05-06,11.7,8.3,7.666666666666667,8.4,8.228571428571428,8.11,8.357142857142858
2008-05-07,8.3,10,8.3,9.18,8.1,8.36,8.285714285714286
2008-05-08,9.2,8.75,9.733333333333333,8.1,8.5,8.36,8.128571428571428
2008-05-09,6.6,7.8999999999999995,8.033333333333333,8.14,8.814285714285715,8.17,8.007142857142856
2008-05-10,9.6,8.1,8.466666666666667,9.08,8.1,8.21,8.2
2008-05-11,7.5,8.55,7.8999999999999995,8.24,8.257142857142856,8.32,8.321428571428571
2008-05-12,9.8,8.65,8.966666666666667,8.54,8.957142857142857,8.86,8.364285714285714
2008-05-13,8,8.9,8.433333333333334,8.3,8.428571428571429,8.2,8.32857142857143
2008-05-14,8,8,8.6,8.58,8.385714285714286,8.36,8.242857142857144
2008-05-15,6.7,7.35,7.566666666666666,8,8.028571428571428,8.54,8.264285714285714
2008-05-16,4.2,5.45,6.3,7.34,7.685714285714286,7.79,8.25
2008-05-17,8,6.1,6.3,6.98,7.457142857142857,7.76,7.7785714285714285
2008-05-18,9,8.5,7.066666666666666,7.18,7.671428571428572,7.74,7.964285714285714
2008-05-19,14.3,11.65,10.433333333333334,8.44,8.314285714285715,8.51,8.635714285714286
2008-05-20,10.1,12.2,11.133333333333333,9.120000000000001,8.614285714285714,8.56,8.521428571428572
2008-05-21,8.7,9.399999999999999,11.033333333333333,10.02,8.714285714285714,8.68,8.55
2008-05-22,7.9,8.3,8.9,10,8.885714285714286,8.49,8.457142857142857
2008-05-23,9.5,8.7,8.7,10.1,9.642857142857142,8.64,8.664285714285715
2008-05-24,9.9,9.7,9.1,9.22,9.914285714285715,8.83,8.685714285714285
2008-05-25,7.6,8.75,9,8.72,9.714285714285714,8.92,8.692857142857143
2008-05-26,11.2,9.399999999999999,9.566666666666666,9.22,9.27142857142857,9.62,8.792857142857143
2008-05-27,10.1,10.649999999999999,9.633333333333333,9.66,9.27142857142857,9.83,8.942857142857143
2008-05-28,9.9,10,10.4,9.74,9.442857142857143,9.92,9.07857142857143
2008-05-29,9.7,9.8,9.9,9.7,9.7,9.459999999999999,9.292857142857143
2008-05-30,5.8,7.75,8.466666666666667,9.34,9.17142857142857,9.03,9.407142857142857
2008-05-31,6.5,6.15,7.333333333333333,8.4,8.685714285714285,8.81,9.3
2008-06-01,9.5,8,7.266666666666667,8.28,8.957142857142857,8.97,9.335714285714285
2008-06-02,7.1,8.3,7.7,7.72,8.371428571428572,8.73,8.821428571428571
2008-06-03,7.1,7.1,7.8999999999999995,7.2,7.942857142857143,8.45,8.607142857142858
2008-06-04,7,7.05,7.066666666666666,7.4399999999999995,7.5285714285714285,8.39,8.485714285714286
